Index_name Longitude Latitude Store1 Store2 Store3 Store4 Store5 Store6 Store7 Store8 Store9 Store10
15 -87.710332 41.949214000000005 1934.99 1157.15 1354.42 758.45 309.16 544.84 1248.48 1123.91 1656.49 1684.36
16 -87.711743 41.954832 2054.55 1276.71 1473.98 877.94 408.07 571.23 1190.69 1066.12 1598.7 1626.56
17 -87.71400799999999 41.948834999999995 1999.83 1221.99 1419.26 874.51 303.64 472.28 1275.79 1002.48 1683.8 1554.53
18 -87.707926 41.950478000000004 1943.22 1165.38 1367.38 747.78 343.96 610.6 1164.55 1039.98 1572.56 1600.42
19 -87.716626 41.954495 2119.05 1341.21 1538.48 980.33 425.39 420.24 1205.54 932.22 1613.55 1484.27
20 -87.71047800000001 41.956162 2063.13 1285.29 1482.56 886.52 416.65 491.21 1131.49 904.29 1539.5 1567.37
21 -87.712949 41.955223 2059.1 1281.26 1478.53 901.35 365.45 457.17 1143.56 870.24 1551.57 1422.3
22 -87.712887 41.952958 2017.88 1240.04 1437.32 860.13 324.23 498.39 1184.78 911.46 1592.79 1463.51
23 -87.70576700000001 41.959951000000004 2159.88 1382.04 1558.58 938.98 594.91 471.71 959.12 834.55 1367.14 1395.0
24 -87.711662 41.953489000000005 2041.74 1263.9 1461.17 865.13 366.48 505.78 1192.17 918.85 1600.18 1470.9
25 -87.715547 41.959618 2153.85 1376.02 1573.29 1014.55 460.2 355.69 1107.69 834.37 1515.7 1386.42
26 -87.70980899999999 41.947297999999996 1897.21 1119.37 1316.65 771.9 289.49 525.18 1261.93 1032.13 1669.94 1697.8
27 -87.708768 41.958154 2135.35 1357.51 1548.02 928.41 488.87 504.7 1058.65 934.08 1466.67 1494.53
28 -87.710588 41.9534 2014.84 1237.0 1434.28 838.23 368.37 540.06 1168.38 953.13 1576.39 1604.25
29 -87.71534799999999 41.952940000000005 2032.32 1254.48 1451.75 893.6 338.67 451.43 1251.65 978.34 1659.66 1530.39
30 -87.715484 41.957576 2116.69 1338.85 1536.12 977.67 423.04 385.02 1136.89 863.58 1544.9 1415.63
31 -87.710909 41.958451000000004 2107.2 1329.36 1526.63 930.35 460.72 469.26 1122.09 882.33 1530.1 1557.96
32 -87.712383 41.959334999999996 2143.01 1365.17 1562.44 965.93 496.53 471.83 1059.36 934.79 1467.37 1495.23
33 -87.711927 41.952056 2007.41 1229.57 1426.84 830.79 360.93 535.94 1188.44 949.01 1596.45 1624.31
34 -87.709176 41.951215000000005 1964.01 1186.17 1383.44 778.24 341.12 580.41 1167.42 1042.85 1575.43 1603.29
35 -87.708163 41.950496 1968.67 1190.83 1382.57 762.97 345.78 535.33 1174.17 1049.6 1582.18 1610.04
36 -87.715446 41.956432 2095.87 1318.03 1515.3 957.15 402.21 430.53 1182.3 908.99 1590.31 1461.04
37 -87.708564 41.950934000000004 1981.2 1203.36 1400.63 790.49 358.31 622.33 1176.28 1051.71 1584.29 1612.15
38 -87.712817 41.958424 2133.02 1355.18 1552.45 956.17 486.54 495.08 1147.91 908.15 1555.92 1583.79
39 -87.709393 41.958746999999995 2132.6 1354.76 1556.46 936.86 533.34 442.76 1030.29 905.72 1438.3 1466.16
40 -87.71417199999999 41.955084 2094.98 1317.14 1514.41 937.23 401.33 443.36 1162.03 888.72 1570.04 1440.77
41 -87.708097 41.956589 2054.43 1276.59 1478.3 858.69 455.17 499.39 1053.34 928.77 1461.35 1489.21
42 -87.711738 41.955736 2084.47 1306.63 1503.9 926.72 390.82 465.16 1151.54 878.23 1559.55 1430.28
43 -87.709452 41.960796 2167.49 1389.65 1592.18 972.58 529.56 405.47 993.0 868.43 1401.01 1428.88
44 -87.711108 41.956643 2077.69 1299.85 1497.12 900.84 431.21 505.77 1092.58 968.01 1500.59 1528.45
45 -87.70496 41.954008 2011.39 1233.55 1407.37 787.76 449.26 588.46 1075.87 951.3 1483.89 1511.75
46 -87.713066 41.958783000000004 2123.89 1346.05 1543.33 965.68 430.24 392.38 1078.77 805.45 1486.78 1357.5
47 -87.712788 41.949653999999995 1957.75 1179.91 1377.19 832.43 264.1 474.18 1244.91 971.6 1652.92 1523.65
48 -87.709127 41.953410999999996 2006.72 1228.88 1426.15 820.6 383.83 543.92 1144.89 1020.31 1552.9 1580.76
49 -87.70676 41.952625 1979.43 1201.59 1389.54 769.94 399.43 606.66 1127.28 1002.71 1535.29 1563.15
50 -87.706815 41.954534 2014.17 1236.33 1424.28 804.68 434.18 572.97 1098.06 973.49 1506.07 1533.93
51 -87.705699 41.960752 2142.66 1364.82 1546.69 927.09 583.01 459.82 947.23 822.66 1355.24 1383.1
52 -87.71553399999999 41.959092999999996 2144.3 1366.46 1563.73 1005.28 450.65 412.63 1164.5 891.19 1572.51 1443.24
53 -87.704543 41.960543 2104.3 1326.46 1499.94 880.33 576.45 585.39 973.94 923.28 1381.95 1483.72
54 -87.708037 41.954544 2017.22 1239.38 1441.09 821.48 417.96 536.61 1090.56 965.98 1498.57 1526.43
55 -87.705176 41.957578999999996 2092.95 1315.11 1503.06 883.46 512.89 521.96 1009.37 884.8 1417.38 1445.25
56 -87.714026 41.949946999999995 1979.59 1201.75 1399.03 854.28 285.94 452.04 1255.56 982.24 1663.57 1534.29
57 -87.713901 41.953905999999996 2058.34 1280.5 1477.77 900.59 364.69 468.06 1186.73 913.42 1594.74 1465.47
58 -87.708268 41.959188 2103.24 1325.4 1527.1 907.5 503.98 453.58 1007.53 882.96 1415.54 1443.4
59 -87.712024 41.953821999999995 2040.32 1262.48 1459.76 863.71 365.06 504.37 1190.75 917.44 1598.76 1469.49
60 -87.705678 41.957147 2093.74 1315.9 1503.85 884.24 513.68 522.74 1010.16 885.59 1418.17 1446.03
61 -87.71621800000001 41.953878 2071.81 1293.97 1491.25 933.1 378.16 436.97 1222.27 948.95 1630.28 1501.0
62 -87.708831 41.957557 2110.36 1332.52 1529.79 933.51 463.88 471.69 1059.22 934.65 1467.24 1495.1
63 -87.706997 41.960381 2120.58 1342.74 1530.67 911.07 540.53 516.8 1004.22 879.65 1412.23 1440.09
64 -87.70926700000001 41.954703 2088.85 1311.01 1501.49 881.89 442.37 516.93 1123.61 999.04 1531.62 1559.48
65 -87.711642 41.952788 2057.34 1279.5 1476.78 880.73 378.58 518.54 1204.92 931.61 1612.94 1483.66
66 -87.715408 41.955196 2073.37 1295.53 1492.81 934.65 379.72 476.36 1228.42 955.11 1636.43 1507.16
67 -87.71621800000001 41.959278999999995 2157.13 1379.29 1576.56 1017.83 463.47 340.61 1125.91 852.59 1533.92 1404.64
68 -87.70798 41.952613 1982.08 1204.24 1405.95 786.34 382.82 571.75 1125.7 1001.13 1533.71 1561.57
69 -87.70573 41.958759 2111.63 1333.79 1507.27 887.67 583.78 493.4 980.82 856.25 1388.83 1416.69
70 -87.713815 41.96112 2179.54 1401.7 1598.97 1024.42 485.89 341.1 1045.12 771.8 1453.13 1323.86
71 -87.704465 41.958054 2059.0 1281.16 1454.91 835.3 531.15 540.22 1027.64 903.07 1435.65 1463.51
72 -87.71159399999999 41.9511 2020.73 1242.89 1440.16 844.11 374.25 549.26 1201.76 962.33 1609.77 1637.63
73 -87.706242 41.957569 2078.53 1300.69 1488.64 869.04 498.47 507.31 1027.8 903.23 1435.81 1463.67
74 -87.71673 41.958003000000005 2179.32 1401.48 1598.75 1040.29 485.66 356.39 1141.69 868.38 1549.7 1420.43
75 -87.715326 41.952207 2018.98 1241.14 1438.41 880.26 325.33 438.1 1238.31 964.99 1646.32 1517.05
76 -87.711223 41.959346000000004 2127.31 1349.47 1546.75 950.23 480.84 456.13 1043.67 919.09 1451.68 1479.54
77 -87.707583 41.952121000000005 1981.5 1203.66 1391.61 772.01 378.86 586.09 1140.04 1015.46 1548.05 1575.91
78 -87.70948 41.957547999999996 2101.58 1323.74 1521.01 924.73 455.1 463.63 1106.68 876.71 1514.69 1542.55
79 -87.710636 41.959171000000005 2116.2 1338.36 1535.63 939.35 469.72 468.41 1154.79 881.48 1562.8 1433.53
80 -87.71203100000001 41.956637 2090.18 1312.34 1509.61 913.33 443.7 518.26 1105.07 980.5 1513.08 1540.94
81 -87.712939 41.95479 2051.22 1273.38 1470.66 893.47 357.57 465.05 1151.44 878.12 1559.45 1430.18
82 -87.716676 41.956222 2153.84 1376.0 1573.28 1014.82 460.19 388.81 1174.1 900.79 1582.12 1452.84
83 -87.710595 41.953961 2052.31 1274.47 1471.75 875.7 373.01 512.31 1198.7 925.39 1606.71 1477.44
84 -87.710302 41.947734999999994 1908.07 1130.23 1327.51 782.76 282.24 517.93 1272.79 1024.89 1680.8 1576.94
85 -87.716654 41.955444 2101.78 1323.94 1521.21 963.06 408.12 402.97 1188.27 914.95 1596.28 1467.0
86 -87.70358399999999 41.961228999999996 2135.9 1358.06 1505.87 886.27 608.05 478.81 906.47 855.81 1314.48 1416.25
87 -87.710662 41.960079 2132.72 1354.88 1552.16 955.64 486.24 452.08 1049.07 924.5 1457.08 1484.95
88 -87.714326 41.959846999999996 2210.52 1432.68 1629.95 1054.65 516.86 356.78 1075.34 802.03 1483.36 1354.08
89 -87.710542 41.956268 2063.36 1285.52 1482.8 886.75 416.89 491.45 1135.09 904.52 1543.1 1570.96
90 -87.709824 41.955718 2063.06 1285.22 1482.5 886.45 416.59 491.15 1177.54 904.22 1585.55 1456.27
91 -87.71311700000001 41.960386 2153.07 1375.23 1572.5 1028.9 459.42 363.21 1049.59 776.28 1457.6 1328.33
92 -87.710432 41.95262 1996.98 1219.14 1416.41 820.36 350.5 591.0 1178.01 1053.44 1586.02 1613.88
93 -87.710039 41.950255 1958.3 1180.46 1377.74 781.77 311.82 501.38 1238.3 998.79 1646.31 1674.17
94 -87.714282 41.958448 2166.06 1388.22 1585.49 1007.67 472.41 382.14 1100.81 827.49 1508.82 1379.54
95 -87.70559899999999 41.954371 2030.66 1252.82 1426.64 807.04 468.19 573.26 1060.68 936.1 1468.69 1496.55
96 -87.710817 41.955749 2096.93 1319.09 1516.37 939.18 403.28 477.62 1164.01 890.69 1572.02 1442.74
97 -87.706882 41.956423 2048.55 1270.71 1458.66 839.06 468.56 576.91 1064.33 939.76 1472.34 1500.2
98 -87.714084 41.952642 2073.43 1295.59 1492.86 915.68 379.78 487.84 1206.51 933.2 1614.52 1485.25
99 -87.709088 41.948021999999995 1905.9 1128.06 1325.33 735.36 318.97 554.35 1225.39 1100.81 1633.4 1661.26
100 -87.711968 41.960243 2165.64 1387.8 1585.07 1007.25 471.99 381.6 1067.99 794.67 1476.0 1346.72
101 -87.713901 41.953905999999996 2058.34 1280.5 1477.77 900.59 364.69 468.06 1186.73 913.42 1594.74 1465.47
102 -87.714058 41.951543 2026.21 1248.37 1445.65 868.46 332.56 507.84 1226.51 953.2 1634.52 1505.25
103 -87.711602 41.951421999999994 2014.87 1237.03 1434.3 838.25 368.39 543.4 1195.9 956.47 1603.91 1631.77
104 -87.706901 41.95701 2059.24 1281.4 1469.35 849.74 479.24 587.6 1075.01 950.44 1483.02 1510.88
105 -87.710482 41.954468 2030.61 1252.77 1450.04 853.99 384.13 547.29 1166.74 1042.17 1574.76 1602.62
106 -87.711842 41.957538 2116.76 1338.92 1536.2 958.55 423.11 431.58 1117.97 844.66 1525.98 1396.71
107 -87.70449 41.958803 2072.63 1294.79 1468.54 848.93 544.78 553.86 1041.27 916.7 1449.28 1477.15
108 -87.71110300000001 41.952061 1996.26 1218.42 1415.69 819.65 349.78 590.28 1177.29 1052.72 1585.3 1613.16
109 -87.70451899999999 41.959705 2089.05 1311.21 1484.69 865.08 561.2 570.14 958.68 908.03 1366.7 1468.47
110 -87.69601899999999 41.96127 2113.33 1335.49 1310.31 690.71 704.16 532.57 804.49 851.11 1212.51 1411.56
111 -87.710349 41.949838 1946.34 1168.5 1365.78 769.81 320.51 556.2 1259.84 1135.27 1667.85 1695.71
112 -87.71039 41.951157 1970.35 1192.51 1389.79 793.82 323.87 513.42 1250.35 1010.84 1658.36 1686.22
113 -87.706755 41.952431 1975.9 1198.06 1386.01 766.41 395.9 603.13 1123.75 999.18 1531.76 1559.62
114 -87.715362 41.953424 2041.13 1263.29 1460.56 902.41 347.47 480.31 1233.27 959.96 1641.28 1512.01
115 -87.710497 41.955146 2042.94 1265.1 1462.38 866.33 396.46 559.62 1179.08 1054.51 1587.09 1614.95
116 -87.704871 41.955763 2023.58 1245.74 1419.49 799.89 495.73 636.8 1025.34 974.68 1433.35 1535.13
117 -87.71285300000001 41.951731 1995.55 1217.71 1414.99 848.99 301.9 520.72 1207.11 933.79 1615.12 1485.84
118 -87.663252 41.923125 1183.73 679.1 502.87 306.21 927.71 1470.61 1121.12 1799.42 1593.31 2359.86
119 -87.662702 41.921628999999996 1163.19 658.56 476.64 340.24 907.17 1504.64 1155.15 1833.44 1627.34 2393.89
120 -87.65864599999999 41.930541 1246.48 826.58 490.56 199.86 903.1 1364.25 1003.31 1693.06 1475.5 2253.51
121 -87.660261 41.927085999999996 1251.96 770.23 482.73 276.75 894.52 1441.14 1089.12 1769.95 1561.31 2330.4
122 -87.666713 41.928791 1328.05 793.69 583.23 199.87 789.0 1364.26 1060.77 1693.06 1532.96 2253.51
123 -87.65983 41.93007 1266.42 834.69 510.5 211.0 895.08 1375.39 1025.91 1704.2 1498.09 2264.64
124 -87.660872 41.924886 1207.84 720.86 490.69 329.01 992.29 1493.4 1143.91 1822.21 1616.1 2382.65
125 -87.665908 41.929834 1334.96 800.6 590.15 170.01 815.66 1334.41 1030.92 1663.21 1503.11 2223.66
126 -87.663399 41.927606 1265.28 760.65 535.32 224.66 855.9 1389.05 1039.57 1717.86 1511.75 2278.3
127 -87.661578 41.932512 1295.47 876.05 539.55 155.41 827.85 1319.81 970.32 1648.61 1442.51 2209.06
128 -87.665104 41.932448 1343.2 829.53 587.28 134.47 780.11 1298.86 971.9 1627.67 1444.09 2188.11
129 -87.663229 41.922542 1173.12 668.48 500.04 316.83 917.1 1481.22 1131.73 1810.03 1603.92 2370.47
130 -87.66586099999999 41.931003999999994 1361.98 827.63 617.17 158.54 804.18 1322.93 1019.44 1651.74 1491.63 2212.18
131 -87.661301 41.928892 1265.87 812.46 509.95 218.69 862.28 1383.08 1033.6 1711.89 1505.78 2272.33
132 -87.660723 41.93071 1270.9 853.77 514.98 187.57 871.42 1351.96 1002.48 1680.77 1474.66 2241.21
133 -87.658562 41.928294 1249.91 785.68 480.67 240.76 910.74 1405.15 1044.21 1733.96 1516.4 2294.41
134 -87.663514 41.931253999999996 1331.67 827.04 563.06 158.27 823.46 1322.66 973.18 1651.47 1445.36 2211.91
135 -87.663423 41.928294 1277.81 773.17 547.84 212.14 843.69 1376.53 1027.05 1705.34 1499.23 2265.78
136 -87.659254 41.927099 1238.33 774.11 469.1 272.04 908.15 1436.43 1075.49 1765.24 1547.68 2325.68
137 -87.657161 41.930771 1222.67 850.39 466.75 216.4 919.64 1380.8 1019.85 1709.6 1492.04 2270.05
138 -87.659477 41.930734 1254.03 841.4 498.11 204.21 888.28 1368.6 1010.86 1697.41 1483.05 2257.85
139 -87.66303 41.923881 1204.88 700.24 513.29 299.93 948.86 1464.32 1114.84 1793.13 1587.02 2353.57
140 -87.659911 41.930721999999996 1259.91 847.27 503.99 198.56 882.41 1362.95 1013.47 1691.76 1485.66 2252.21
141 -87.659806 41.929375 1253.77 822.04 497.85 223.65 890.96 1388.04 1038.56 1716.85 1510.74 2277.29
142 -87.65863 41.930111 1250.48 818.75 494.56 207.69 910.93 1372.08 1011.14 1700.89 1483.32 2261.33
143 -87.658591 41.928929 1229.34 797.24 473.42 229.2 899.19 1393.59 1032.65 1722.4 1504.84 2282.85
144 -87.663471 41.929817 1305.52 800.89 556.27 184.42 849.61 1348.81 999.33 1677.62 1471.51 2238.06
145 -87.662062 41.924184999999994 1250.06 752.88 513.74 303.89 897.2 1468.29 1118.8 1797.09 1590.99 2357.54
146 -87.662402 41.932501 1306.62 864.9 550.7 151.5 816.69 1315.89 966.41 1644.7 1438.59 2205.14
147 -87.663291 41.924202 1203.33 698.7 511.75 286.61 947.31 1451.0 1101.52 1779.81 1573.7 2340.25
148 -87.66497700000001 41.929187 1321.45 816.82 572.2 204.07 838.51 1368.46 1050.0 1697.27 1522.18 2257.71
149 -87.656185 41.929778000000006 1210.83 844.65 454.91 228.26 931.72 1392.65 1031.71 1721.46 1503.9 2281.91
150 -87.659894 41.931794000000004 1278.62 865.99 522.7 179.62 863.79 1344.01 994.53 1672.82 1466.71 2233.26
151 -87.659913 41.932342 1276.5 875.96 520.58 169.64 853.81 1334.04 984.55 1662.84 1456.74 2223.29
152 -87.665689 41.930893 1358.71 824.36 613.9 155.27 800.91 1319.66 1016.18 1648.47 1488.36 2208.92
153 -87.660007 41.928221 1268.41 804.19 499.18 261.3 931.28 1425.69 1064.75 1754.5 1536.93 2314.94
154 -87.662461 41.926607000000004 1279.41 774.78 524.26 259.45 876.71 1423.84 1074.35 1752.65 1546.54 2313.09
155 -87.66413 41.930398 1328.54 823.9 571.32 187.66 852.85 1352.05 1002.57 1680.86 1474.75 2241.3
156 -87.659796 41.929092 1248.62 816.89 492.7 228.8 885.81 1393.19 1043.71 1722.0 1515.89 2282.44
157 -87.66051 41.925696 1227.69 740.72 480.91 314.4 907.7 1478.79 1129.31 1807.6 1601.49 2368.04
158 -87.662323 41.93169 1310.31 850.97 554.39 166.81 832.0 1331.2 981.72 1660.01 1453.9 2220.46
159 -87.66492 41.930632 1378.11 843.75 624.94 174.67 820.31 1339.06 1009.56 1667.87 1481.74 2228.31
160 -87.66397099999999 41.931376 1368.15 863.52 599.54 171.65 817.29 1336.05 1000.38 1664.85 1472.56 2225.3
161 -87.66550500000001 41.930698 1366.69 832.34 621.88 163.25 808.89 1327.64 1020.97 1656.45 1493.15 2216.89
162 -87.658541 41.927587 1237.04 772.82 467.8 253.63 923.61 1418.02 1057.08 1746.83 1529.26 2307.27
163 -87.658664 41.931204 1251.28 838.65 495.36 187.8 891.25 1352.19 991.25 1681.0 1463.43 2241.44
164 -87.663529 41.931691 1339.63 834.99 571.02 150.31 815.51 1314.71 965.22 1643.51 1437.41 2203.96
165 -87.666359 41.93143 1406.16 857.21 638.66 162.15 807.79 1326.54 1023.05 1655.35 1495.24 2215.79
166 -87.657555 41.928951 1215.16 811.43 459.24 243.01 913.0 1407.4 1046.46 1736.21 1518.65 2296.66
167 -87.66239 41.925231 1234.46 729.83 498.58 280.84 874.15 1445.24 1095.75 1774.04 1567.94 2334.49
168 -87.663942 41.930942 1342.7 838.07 574.09 173.44 828.21 1337.83 988.34 1666.64 1460.53 2227.08
169 -87.667449 41.928784 1338.01 803.65 593.19 209.83 779.04 1374.22 1070.73 1703.03 1542.92 2263.47
170 -87.662309 41.931104 1299.65 840.31 543.73 177.47 842.67 1341.86 992.38 1670.67 1464.57 2231.12
171 -87.65904 41.928234 1255.32 791.1 486.08 248.21 918.19 1412.6 1051.66 1741.41 1523.84 2301.85
172 -87.66451500000001 41.927931 1286.26 781.62 556.29 222.85 834.92 1387.24 1048.5 1716.05 1520.68 2276.5
173 -87.663478 41.93026 1313.58 808.95 560.02 176.36 841.55 1340.75 991.27 1669.56 1463.45 2230.0
174 -87.662257 41.929778000000006 1294.67 816.29 538.75 201.61 866.11 1366.0 1016.52 1694.81 1488.7 2255.25
175 -87.663366 41.926503000000004 1245.21 740.58 534.69 244.75 862.01 1409.14 1059.65 1737.95 1531.84 2298.39
176 -87.662834 41.932494 1312.47 859.05 556.55 145.65 810.84 1310.04 960.56 1638.85 1432.74 2199.29
177 -87.664242 41.929522 1315.58 810.95 566.33 223.57 839.54 1387.96 1044.13 1716.77 1516.31 2277.21
178 -87.661128 41.931936 1298.36 871.05 542.44 160.11 844.28 1324.5 975.01 1653.31 1447.2 2213.75
179 -87.665984 41.932132 1376.78 823.26 604.7 128.19 773.83 1292.58 989.1 1621.39 1461.28 2181.84
180 -87.663487 41.930578999999994 1319.39 814.76 554.22 170.55 835.75 1334.95 985.46 1663.75 1457.65 2224.2
181 -87.66156099999999 41.930693 1282.24 842.65 526.33 188.73 860.07 1353.12 1003.64 1681.93 1475.82 2242.38
182 -87.659521 41.92892 1241.78 810.05 485.86 235.63 886.38 1400.02 1045.08 1728.83 1517.27 2289.28
183 -87.66318199999999 41.920983 1144.74 647.78 456.07 345.2 911.91 1509.59 1160.1 1838.4 1632.29 2398.84
184 -87.658677 41.931609 1258.65 846.02 502.73 180.43 883.88 1344.82 983.88 1673.63 1456.06 2234.07
185 -87.665151 41.929726 1337.67 817.59 588.41 201.39 835.83 1365.78 1062.3 1694.59 1534.48 2255.04
186 -87.658508 41.926469 1216.69 752.47 461.51 273.97 929.79 1438.36 1077.42 1767.17 1549.61 2327.62
187 -87.665894 41.929334000000004 1325.86 791.51 581.05 179.12 809.75 1343.51 1040.02 1672.31 1512.21 2232.76
188 -87.662176 41.927761 1284.37 779.73 521.16 238.32 870.2 1402.72 1053.23 1731.52 1525.42 2291.97
189 -87.65937 41.927761 1281.71 794.74 515.75 301.27 919.03 1465.66 1116.18 1794.47 1588.36 2354.91
190 -87.662273 41.930209000000005 1300.87 824.14 544.95 193.76 858.96 1358.16 1008.67 1686.96 1480.86 2247.41
191 -87.76876800000001 41.999767999999996 4392.08 2494.22 2793.86 2174.25 1578.4 1010.11 2082.12 1234.48 2070.66 1337.14
192 -87.74805 41.989209 4132.42 2234.55 2534.19 1914.58 1318.74 750.45 1376.32 726.93 1600.99 1231.63
193 -87.772163 42.008511 4545.24 2647.38 2947.02 2327.41 1731.56 1163.27 2235.28 1387.64 1782.81 1284.1
194 -87.769867 42.003602 4450.68 2552.81 2852.45 2232.84 1637.0 1068.71 2140.72 1293.07 2129.25 1377.76
195 -87.773492 42.006596 4544.29 2646.42 2946.06 2326.46 1730.61 1162.32 2234.33 1386.69 1832.28 1333.57
196 -87.76893100000001 41.998342 4350.42 2452.55 2752.19 2132.59 1536.74 968.45 2040.46 1208.78 2044.96 1311.44
197 -87.772491 42.004671 4491.67 2593.8 2893.45 2273.84 1677.99 1109.7 2181.71 1334.07 1885.73 1387.02
198 -87.755836 41.992876 4216.1 2318.24 2617.88 1998.27 1402.42 834.13 1570.91 959.4 1795.57 1245.6
199 -87.741085 41.995391999999995 4044.74 2352.55 2446.51 1826.9 1436.74 868.45 1415.51 515.65 1262.14 1095.5
200 -87.76407900000001 41.99835 4366.77 2468.91 2768.55 2148.94 1553.09 984.8 2056.81 1157.49 1993.67 1232.79
201 -87.75471999999999 41.996008 4289.1 2391.24 2690.88 2071.27 1475.42 907.13 1643.91 687.49 1868.57 1206.03
202 -87.76965 42.000439 4404.73 2506.86 2806.5 2186.9 1591.05 1022.76 2094.77 1247.12 2083.3 1349.79
203 -87.759961 42.00002 4392.77 2494.9 2794.54 2174.93 1579.09 1010.8 2082.8 821.15 1606.71 1202.04
204 -87.758636 42.001642 4427.29 2529.42 2829.06 2209.46 1613.61 1045.32 2117.33 787.29 1572.46 1195.33
205 -87.75121899999999 41.996748 4284.98 2387.12 2686.76 2067.15 1471.31 903.02 1639.79 657.55 1404.05 1176.08
206 -87.75732099999999 41.998022999999996 4350.5 2452.63 2752.27 2132.67 1536.82 968.53 1705.31 762.17 1580.29 1203.15
207 -87.759056 42.002383 4447.56 2549.69 2849.33 2229.72 1633.88 1065.58 2137.59 790.8 1575.97 1158.33
208 -87.75895799999999 41.999497 4401.11 2503.24 2802.88 2183.28 1587.43 1019.14 2091.15 805.24 1590.8 1213.66
209 -87.75419000000001 41.998351 4377.96 2480.09 2779.73 2160.12 1564.28 995.99 1732.76 722.8 1534.15 1157.02
210 -87.767946 41.99906 4364.0 2466.13 2765.77 2146.17 1550.32 982.03 2054.04 1223.42 2059.59 1326.08
211 -87.752961 41.996373 4290.42 2392.56 2692.2 2072.59 1476.74 908.45 1645.23 652.5 1398.99 1171.03
212 -87.759528 41.998824 4386.64 2488.77 2788.41 2168.81 1572.96 1004.67 2076.68 1123.19 1605.26 1228.13
213 -87.761981 41.995090999999995 4326.29 2428.43 2728.07 2108.46 1512.61 944.33 2016.33 1107.93 1944.1 1295.69
214 -87.770818 42.004188 4468.89 2571.02 2870.66 2251.05 1655.21 1086.92 2158.93 1311.28 1865.83 1367.12
215 -87.77494899999999 42.004629 4518.39 2620.52 2920.16 2300.55 1704.71 1136.42 2208.43 1360.78 1884.26 1385.56
216 -87.765457 41.999971 4406.83 2508.96 2808.6 2189.0 1593.15 1024.86 2096.86 1190.51 1718.78 1220.07
217 -87.754323 41.994735999999996 4255.4 2357.54 2657.18 2037.57 1441.72 873.43 1610.21 687.52 1834.87 1206.05
218 -87.754616 41.990908000000005 4161.61 2263.75 2563.39 1943.78 1347.93 779.64 1516.42 904.91 1741.08 1292.43
219 -87.74974300000001 41.98493 4005.46 2107.59 2407.23 1787.63 1191.78 623.49 1333.38 721.86 1558.04 1322.86
220 -87.744387 41.994594 4035.63 2314.3 2437.4 1817.8 1398.48 830.2 1406.4 566.6 1322.26 1099.37
221 -87.766438 42.004751 4512.64 2614.77 2914.41 2294.81 1698.96 1130.67 2202.68 914.51 1665.05 1166.34
222 -87.766993 42.007571 4567.72 2669.85 2969.49 2349.89 1754.04 1185.75 2257.76 949.55 1665.09 1166.39
223 -87.756608 41.99543 4282.74 2384.87 2684.51 2064.9 1469.06 900.77 1637.54 1026.03 1862.2 1244.39
224 -87.77165 42.001476000000004 4436.03 2538.16 2837.8 2218.2 1622.35 1054.06 2126.07 1278.43 2114.6 1381.09
225 -87.74833000000001 41.990421999999995 4162.28 2264.41 2564.05 1944.45 1348.6 780.31 1406.19 673.76 1630.85 1206.53
226 -87.76163299999999 41.999239 4380.62 2482.75 2782.39 2162.79 1566.94 998.65 2070.66 1142.83 1979.01 1205.57
227 -87.762562 41.998615 4368.7 2470.83 2770.48 2150.87 1555.02 986.73 2058.74 1144.24 1980.42 1213.1
