,0,1,2,3,4,5,6,7,8,9
33,2007.41,1229.57,1426.84,830.79,360.93,535.94,1188.44,949.01,1596.45,1624.31
34,1964.01,1186.17,1383.44,778.24,341.12,580.41,1167.42,1042.85,1575.43,1603.29
35,1968.67,1190.83,1382.57,762.97,345.78,535.33,1174.17,1049.6,1582.18,1610.04
36,2095.87,1318.03,1515.3,957.15,402.21,430.53,1182.3,908.99,1590.31,1461.04
37,1981.2,1203.36,1400.63,790.49,358.31,622.33,1176.28,1051.71,1584.29,1612.15
38,2133.02,1355.18,1552.45,956.17,486.54,495.08,1147.91,908.15,1555.92,1583.79
39,2132.6,1354.76,1556.46,936.86,533.34,442.76,1030.29,905.72,1438.3,1466.16
40,2094.98,1317.14,1514.41,937.23,401.33,443.36,1162.03,888.72,1570.04,1440.77
41,2054.43,1276.59,1478.3,858.69,455.17,499.39,1053.34,928.77,1461.35,1489.21
42,2084.47,1306.63,1503.9,926.72,390.82,465.16,1151.54,878.23,1559.55,1430.28
43,2167.49,1389.65,1592.18,972.58,529.56,405.47,993.0,868.43,1401.01,1428.88
44,2077.69,1299.85,1497.12,900.84,431.21,505.77,1092.58,968.01,1500.59,1528.45
45,2011.39,1233.55,1407.37,787.76,449.26,588.46,1075.87,951.3,1483.89,1511.75
46,2123.89,1346.05,1543.33,965.68,430.24,392.38,1078.77,805.45,1486.78,1357.5
47,1957.75,1179.91,1377.19,832.43,264.1,474.18,1244.91,971.6,1652.92,1523.65
48,2006.72,1228.88,1426.15,820.6,383.83,543.92,1144.89,1020.31,1552.9,1580.76
49,1979.43,1201.59,1389.54,769.94,399.43,606.66,1127.28,1002.71,1535.29,1563.15
50,2014.17,1236.33,1424.28,804.68,434.18,572.97,1098.06,973.49,1506.07,1533.93
51,2142.66,1364.82,1546.69,927.09,583.01,459.82,947.23,822.66,1355.24,1383.1
52,2144.3,1366.46,1563.73,1005.28,450.65,412.63,1164.5,891.19,1572.51,1443.24
53,2104.3,1326.46,1499.94,880.33,576.45,585.39,973.94,923.28,1381.95,1483.72
54,2017.22,1239.38,1441.09,821.48,417.96,536.61,1090.56,965.98,1498.57,1526.43
55,2092.95,1315.11,1503.06,883.46,512.89,521.96,1009.37,884.8,1417.38,1445.25
56,1979.59,1201.75,1399.03,854.28,285.94,452.04,1255.56,982.24,1663.57,1534.29
57,2058.34,1280.5,1477.77,900.59,364.69,468.06,1186.73,913.42,1594.74,1465.47
58,2103.24,1325.4,1527.1,907.5,503.98,453.58,1007.53,882.96,1415.54,1443.4
59,2040.32,1262.48,1459.76,863.71,365.06,504.37,1190.75,917.44,1598.76,1469.49
60,2093.74,1315.9,1503.85,884.24,513.68,522.74,1010.16,885.59,1418.17,1446.03
61,2071.81,1293.97,1491.25,933.1,378.16,436.97,1222.27,948.95,1630.28,1501.0
62,2110.36,1332.52,1529.79,933.51,463.88,471.69,1059.22,934.65,1467.24,1495.1
63,2120.58,1342.74,1530.67,911.07,540.53,516.8,1004.22,879.65,1412.23,1440.09
64,2088.85,1311.01,1501.49,881.89,442.37,516.93,1123.61,999.04,1531.62,1559.48
65,2057.34,1279.5,1476.78,880.73,378.58,518.54,1204.92,931.61,1612.94,1483.66
66,2073.37,1295.53,1492.81,934.65,379.72,476.36,1228.42,955.11,1636.43,1507.16
67,2157.13,1379.29,1576.56,1017.83,463.47,340.61,1125.91,852.59,1533.92,1404.64
68,1982.08,1204.24,1405.95,786.34,382.82,571.75,1125.7,1001.13,1533.71,1561.57
69,2111.63,1333.79,1507.27,887.67,583.78,493.4,980.82,856.25,1388.83,1416.69
70,2179.54,1401.7,1598.97,1024.42,485.89,341.1,1045.12,771.8,1453.13,1323.86
71,2059.0,1281.16,1454.91,835.3,531.15,540.22,1027.64,903.07,1435.65,1463.51
72,2020.73,1242.89,1440.16,844.11,374.25,549.26,1201.76,962.33,1609.77,1637.63
73,2078.53,1300.69,1488.64,869.04,498.47,507.31,1027.8,903.23,1435.81,1463.67
74,2179.32,1401.48,1598.75,1040.29,485.66,356.39,1141.69,868.38,1549.7,1420.43
75,2018.98,1241.14,1438.41,880.26,325.33,438.1,1238.31,964.99,1646.32,1517.05
76,2127.31,1349.47,1546.75,950.23,480.84,456.13,1043.67,919.09,1451.68,1479.54
77,1981.5,1203.66,1391.61,772.01,378.86,586.09,1140.04,1015.46,1548.05,1575.91
78,2101.58,1323.74,1521.01,924.73,455.1,463.63,1106.68,876.71,1514.69,1542.55
79,2116.2,1338.36,1535.63,939.35,469.72,468.41,1154.79,881.48,1562.8,1433.53
80,2090.18,1312.34,1509.61,913.33,443.7,518.26,1105.07,980.5,1513.08,1540.94
81,2051.22,1273.38,1470.66,893.47,357.57,465.05,1151.44,878.12,1559.45,1430.18
82,2153.84,1376.0,1573.28,1014.82,460.19,388.81,1174.1,900.79,1582.12,1452.84
83,2052.31,1274.47,1471.75,875.7,373.01,512.31,1198.7,925.39,1606.71,1477.44
84,1908.07,1130.23,1327.51,782.76,282.24,517.93,1272.79,1024.89,1680.8,1576.94
85,2101.78,1323.94,1521.21,963.06,408.12,402.97,1188.27,914.95,1596.28,1467.0
86,2135.9,1358.06,1505.87,886.27,608.05,478.81,906.47,855.81,1314.48,1416.25
87,2132.72,1354.88,1552.16,955.64,486.24,452.08,1049.07,924.5,1457.08,1484.95
88,2210.52,1432.68,1629.95,1054.65,516.86,356.78,1075.34,802.03,1483.36,1354.08
89,2063.36,1285.52,1482.8,886.75,416.89,491.45,1135.09,904.52,1543.1,1570.96
90,2063.06,1285.22,1482.5,886.45,416.59,491.15,1177.54,904.22,1585.55,1456.27
91,2153.07,1375.23,1572.5,1028.9,459.42,363.21,1049.59,776.28,1457.6,1328.33
92,1996.98,1219.14,1416.41,820.36,350.5,591.0,1178.01,1053.44,1586.02,1613.88
93,1958.3,1180.46,1377.74,781.77,311.82,501.38,1238.3,998.79,1646.31,1674.17
94,2166.06,1388.22,1585.49,1007.67,472.41,382.14,1100.81,827.49,1508.82,1379.54
95,2030.66,1252.82,1426.64,807.04,468.19,573.26,1060.68,936.1,1468.69,1496.55
96,2096.93,1319.09,1516.37,939.18,403.28,477.62,1164.01,890.69,1572.02,1442.74
97,2048.55,1270.71,1458.66,839.06,468.56,576.91,1064.33,939.76,1472.34,1500.2
98,2073.43,1295.59,1492.86,915.68,379.78,487.84,1206.51,933.2,1614.52,1485.25
99,1905.9,1128.06,1325.33,735.36,318.97,554.35,1225.39,1100.81,1633.4,1661.26
100,2165.64,1387.8,1585.07,1007.25,471.99,381.6,1067.99,794.67,1476.0,1346.72
101,2058.34,1280.5,1477.77,900.59,364.69,468.06,1186.73,913.42,1594.74,1465.47
102,2026.21,1248.37,1445.65,868.46,332.56,507.84,1226.51,953.2,1634.52,1505.25
103,2014.87,1237.03,1434.3,838.25,368.39,543.4,1195.9,956.47,1603.91,1631.77
104,2059.24,1281.4,1469.35,849.74,479.24,587.6,1075.01,950.44,1483.02,1510.88
105,2030.61,1252.77,1450.04,853.99,384.13,547.29,1166.74,1042.17,1574.76,1602.62
106,2116.76,1338.92,1536.2,958.55,423.11,431.58,1117.97,844.66,1525.98,1396.71
107,2072.63,1294.79,1468.54,848.93,544.78,553.86,1041.27,916.7,1449.28,1477.15
108,1996.26,1218.42,1415.69,819.65,349.78,590.28,1177.29,1052.72,1585.3,1613.16
109,2089.05,1311.21,1484.69,865.08,561.2,570.14,958.68,908.03,1366.7,1468.47
110,2113.33,1335.49,1310.31,690.71,704.16,532.57,804.49,851.11,1212.51,1411.56
111,1946.34,1168.5,1365.78,769.81,320.51,556.2,1259.84,1135.27,1667.85,1695.71
112,1970.35,1192.51,1389.79,793.82,323.87,513.42,1250.35,1010.84,1658.36,1686.22
113,1975.9,1198.06,1386.01,766.41,395.9,603.13,1123.75,999.18,1531.76,1559.62
114,2041.13,1263.29,1460.56,902.41,347.47,480.31,1233.27,959.96,1641.28,1512.01
115,2042.94,1265.1,1462.38,866.33,396.46,559.62,1179.08,1054.51,1587.09,1614.95
116,2023.58,1245.74,1419.49,799.89,495.73,636.8,1025.34,974.68,1433.35,1535.13
117,1995.55,1217.71,1414.99,848.99,301.9,520.72,1207.11,933.79,1615.12,1485.84
118,1183.73,679.1,502.87,306.21,927.71,1470.61,1121.12,1799.42,1593.31,2359.86
119,1163.19,658.56,476.64,340.24,907.17,1504.64,1155.15,1833.44,1627.34,2393.89
120,1246.48,826.58,490.56,199.86,903.1,1364.25,1003.31,1693.06,1475.5,2253.51
121,1251.96,770.23,482.73,276.75,894.52,1441.14,1089.12,1769.95,1561.31,2330.4
122,1328.05,793.69,583.23,199.87,789.0,1364.26,1060.77,1693.06,1532.96,2253.51
123,1266.42,834.69,510.5,211.0,895.08,1375.39,1025.91,1704.2,1498.09,2264.64
124,1207.84,720.86,490.69,329.01,992.29,1493.4,1143.91,1822.21,1616.1,2382.65
125,1334.96,800.6,590.15,170.01,815.66,1334.41,1030.92,1663.21,1503.11,2223.66
126,1265.28,760.65,535.32,224.66,855.9,1389.05,1039.57,1717.86,1511.75,2278.3
127,1295.47,876.05,539.55,155.41,827.85,1319.81,970.32,1648.61,1442.51,2209.06
128,1343.2,829.53,587.28,134.47,780.11,1298.86,971.9,1627.67,1444.09,2188.11
129,1173.12,668.48,500.04,316.83,917.1,1481.22,1131.73,1810.03,1603.92,2370.47
130,1361.98,827.63,617.17,158.54,804.18,1322.93,1019.44,1651.74,1491.63,2212.18
131,1265.87,812.46,509.95,218.69,862.28,1383.08,1033.6,1711.89,1505.78,2272.33
132,1270.9,853.77,514.98,187.57,871.42,1351.96,1002.48,1680.77,1474.66,2241.21
133,1249.91,785.68,480.67,240.76,910.74,1405.15,1044.21,1733.96,1516.4,2294.41
134,1331.67,827.04,563.06,158.27,823.46,1322.66,973.18,1651.47,1445.36,2211.91
135,1277.81,773.17,547.84,212.14,843.69,1376.53,1027.05,1705.34,1499.23,2265.78
136,1238.33,774.11,469.1,272.04,908.15,1436.43,1075.49,1765.24,1547.68,2325.68
137,1222.67,850.39,466.75,216.4,919.64,1380.8,1019.85,1709.6,1492.04,2270.05
138,1254.03,841.4,498.11,204.21,888.28,1368.6,1010.86,1697.41,1483.05,2257.85
139,1204.88,700.24,513.29,299.93,948.86,1464.32,1114.84,1793.13,1587.02,2353.57
140,1259.91,847.27,503.99,198.56,882.41,1362.95,1013.47,1691.76,1485.66,2252.21
141,1253.77,822.04,497.85,223.65,890.96,1388.04,1038.56,1716.85,1510.74,2277.29
142,1250.48,818.75,494.56,207.69,910.93,1372.08,1011.14,1700.89,1483.32,2261.33
143,1229.34,797.24,473.42,229.2,899.19,1393.59,1032.65,1722.4,1504.84,2282.85
144,1305.52,800.89,556.27,184.42,849.61,1348.81,999.33,1677.62,1471.51,2238.06
145,1250.06,752.88,513.74,303.89,897.2,1468.29,1118.8,1797.09,1590.99,2357.54
146,1306.62,864.9,550.7,151.5,816.69,1315.89,966.41,1644.7,1438.59,2205.14
147,1203.33,698.7,511.75,286.61,947.31,1451.0,1101.52,1779.81,1573.7,2340.25
148,1321.45,816.82,572.2,204.07,838.51,1368.46,1050.0,1697.27,1522.18,2257.71
149,1210.83,844.65,454.91,228.26,931.72,1392.65,1031.71,1721.46,1503.9,2281.91
150,1278.62,865.99,522.7,179.62,863.79,1344.01,994.53,1672.82,1466.71,2233.26
151,1276.5,875.96,520.58,169.64,853.81,1334.04,984.55,1662.84,1456.74,2223.29
152,1358.71,824.36,613.9,155.27,800.91,1319.66,1016.18,1648.47,1488.36,2208.92
153,1268.41,804.19,499.18,261.3,931.28,1425.69,1064.75,1754.5,1536.93,2314.94
154,1279.41,774.78,524.26,259.45,876.71,1423.84,1074.35,1752.65,1546.54,2313.09
155,1328.54,823.9,571.32,187.66,852.85,1352.05,1002.57,1680.86,1474.75,2241.3
156,1248.62,816.89,492.7,228.8,885.81,1393.19,1043.71,1722.0,1515.89,2282.44
157,1227.69,740.72,480.91,314.4,907.7,1478.79,1129.31,1807.6,1601.49,2368.04
158,1310.31,850.97,554.39,166.81,832.0,1331.2,981.72,1660.01,1453.9,2220.46
159,1378.11,843.75,624.94,174.67,820.31,1339.06,1009.56,1667.87,1481.74,2228.31
160,1368.15,863.52,599.54,171.65,817.29,1336.05,1000.38,1664.85,1472.56,2225.3
161,1366.69,832.34,621.88,163.25,808.89,1327.64,1020.97,1656.45,1493.15,2216.89
162,1237.04,772.82,467.8,253.63,923.61,1418.02,1057.08,1746.83,1529.26,2307.27
163,1251.28,838.65,495.36,187.8,891.25,1352.19,991.25,1681.0,1463.43,2241.44
164,1339.63,834.99,571.02,150.31,815.51,1314.71,965.22,1643.51,1437.41,2203.96
165,1406.16,857.21,638.66,162.15,807.79,1326.54,1023.05,1655.35,1495.24,2215.79
166,1215.16,811.43,459.24,243.01,913.0,1407.4,1046.46,1736.21,1518.65,2296.66
167,1234.46,729.83,498.58,280.84,874.15,1445.24,1095.75,1774.04,1567.94,2334.49
168,1342.7,838.07,574.09,173.44,828.21,1337.83,988.34,1666.64,1460.53,2227.08
169,1338.01,803.65,593.19,209.83,779.04,1374.22,1070.73,1703.03,1542.92,2263.47
170,1299.65,840.31,543.73,177.47,842.67,1341.86,992.38,1670.67,1464.57,2231.12
171,1255.32,791.1,486.08,248.21,918.19,1412.6,1051.66,1741.41,1523.84,2301.85
172,1286.26,781.62,556.29,222.85,834.92,1387.24,1048.5,1716.05,1520.68,2276.5
173,1313.58,808.95,560.02,176.36,841.55,1340.75,991.27,1669.56,1463.45,2230.0
174,1294.67,816.29,538.75,201.61,866.11,1366.0,1016.52,1694.81,1488.7,2255.25
175,1245.21,740.58,534.69,244.75,862.01,1409.14,1059.65,1737.95,1531.84,2298.39
176,1312.47,859.05,556.55,145.65,810.84,1310.04,960.56,1638.85,1432.74,2199.29
177,1315.58,810.95,566.33,223.57,839.54,1387.96,1044.13,1716.77,1516.31,2277.21
178,1298.36,871.05,542.44,160.11,844.28,1324.5,975.01,1653.31,1447.2,2213.75
179,1376.78,823.26,604.7,128.19,773.83,1292.58,989.1,1621.39,1461.28,2181.84
180,1319.39,814.76,554.22,170.55,835.75,1334.95,985.46,1663.75,1457.65,2224.2
181,1282.24,842.65,526.33,188.73,860.07,1353.12,1003.64,1681.93,1475.82,2242.38
182,1241.78,810.05,485.86,235.63,886.38,1400.02,1045.08,1728.83,1517.27,2289.28
183,1144.74,647.78,456.07,345.2,911.91,1509.59,1160.1,1838.4,1632.29,2398.84
184,1258.65,846.02,502.73,180.43,883.88,1344.82,983.88,1673.63,1456.06,2234.07
185,1337.67,817.59,588.41,201.39,835.83,1365.78,1062.3,1694.59,1534.48,2255.04
186,1216.69,752.47,461.51,273.97,929.79,1438.36,1077.42,1767.17,1549.61,2327.62
187,1325.86,791.51,581.05,179.12,809.75,1343.51,1040.02,1672.31,1512.21,2232.76
188,1284.37,779.73,521.16,238.32,870.2,1402.72,1053.23,1731.52,1525.42,2291.97
189,1281.71,794.74,515.75,301.27,919.03,1465.66,1116.18,1794.47,1588.36,2354.91
190,1300.87,824.14,544.95,193.76,858.96,1358.16,1008.67,1686.96,1480.86,2247.41
191,4392.08,2494.22,2793.86,2174.25,1578.4,1010.11,2082.12,1234.48,2070.66,1337.14
192,4132.42,2234.55,2534.19,1914.58,1318.74,750.45,1376.32,726.93,1600.99,1231.63
193,4545.24,2647.38,2947.02,2327.41,1731.56,1163.27,2235.28,1387.64,1782.81,1284.1
194,4450.68,2552.81,2852.45,2232.84,1637.0,1068.71,2140.72,1293.07,2129.25,1377.76
195,4544.29,2646.42,2946.06,2326.46,1730.61,1162.32,2234.33,1386.69,1832.28,1333.57
196,4350.42,2452.55,2752.19,2132.59,1536.74,968.45,2040.46,1208.78,2044.96,1311.44
197,4491.67,2593.8,2893.45,2273.84,1677.99,1109.7,2181.71,1334.07,1885.73,1387.02
198,4216.1,2318.24,2617.88,1998.27,1402.42,834.13,1570.91,959.4,1795.57,1245.6
199,4044.74,2352.55,2446.51,1826.9,1436.74,868.45,1415.51,515.65,1262.14,1095.5
200,4366.77,2468.91,2768.55,2148.94,1553.09,984.8,2056.81,1157.49,1993.67,1232.79
201,4289.1,2391.24,2690.88,2071.27,1475.42,907.13,1643.91,687.49,1868.57,1206.03
202,4404.73,2506.86,2806.5,2186.9,1591.05,1022.76,2094.77,1247.12,2083.3,1349.79
203,4392.77,2494.9,2794.54,2174.93,1579.09,1010.8,2082.8,821.15,1606.71,1202.04
204,4427.29,2529.42,2829.06,2209.46,1613.61,1045.32,2117.33,787.29,1572.46,1195.33
205,4284.98,2387.12,2686.76,2067.15,1471.31,903.02,1639.79,657.55,1404.05,1176.08
206,4350.5,2452.63,2752.27,2132.67,1536.82,968.53,1705.31,762.17,1580.29,1203.15
207,4447.56,2549.69,2849.33,2229.72,1633.88,1065.58,2137.59,790.8,1575.97,1158.33
208,4401.11,2503.24,2802.88,2183.28,1587.43,1019.14,2091.15,805.24,1590.8,1213.66
209,4377.96,2480.09,2779.73,2160.12,1564.28,995.99,1732.76,722.8,1534.15,1157.02
210,4364.0,2466.13,2765.77,2146.17,1550.32,982.03,2054.04,1223.42,2059.59,1326.08
211,4290.42,2392.56,2692.2,2072.59,1476.74,908.45,1645.23,652.5,1398.99,1171.03
212,4386.64,2488.77,2788.41,2168.81,1572.96,1004.67,2076.68,1123.19,1605.26,1228.13
213,4326.29,2428.43,2728.07,2108.46,1512.61,944.33,2016.33,1107.93,1944.1,1295.69
214,4468.89,2571.02,2870.66,2251.05,1655.21,1086.92,2158.93,1311.28,1865.83,1367.12
215,4518.39,2620.52,2920.16,2300.55,1704.71,1136.42,2208.43,1360.78,1884.26,1385.56
216,4406.83,2508.96,2808.6,2189.0,1593.15,1024.86,2096.86,1190.51,1718.78,1220.07
217,4255.4,2357.54,2657.18,2037.57,1441.72,873.43,1610.21,687.52,1834.87,1206.05
218,4161.61,2263.75,2563.39,1943.78,1347.93,779.64,1516.42,904.91,1741.08,1292.43
219,4005.46,2107.59,2407.23,1787.63,1191.78,623.49,1333.38,721.86,1558.04,1322.86
220,4035.63,2314.3,2437.4,1817.8,1398.48,830.2,1406.4,566.6,1322.26,1099.37
221,4512.64,2614.77,2914.41,2294.81,1698.96,1130.67,2202.68,914.51,1665.05,1166.34
222,4567.72,2669.85,2969.49,2349.89,1754.04,1185.75,2257.76,949.55,1665.09,1166.39
223,4282.74,2384.87,2684.51,2064.9,1469.06,900.77,1637.54,1026.03,1862.2,1244.39
224,4436.03,2538.16,2837.8,2218.2,1622.35,1054.06,2126.07,1278.43,2114.6,1381.09
225,4162.28,2264.41,2564.05,1944.45,1348.6,780.31,1406.19,673.76,1630.85,1206.53
226,4380.62,2482.75,2782.39,2162.79,1566.94,998.65,2070.66,1142.83,1979.01,1205.57
227,4368.7,2470.83,2770.48,2150.87,1555.02,986.73,2058.74,1144.24,1980.42,1213.1
228,4211.55,2313.68,2613.32,1993.72,1397.87,829.58,1566.36,954.85,1791.02,1384.36
229,4444.48,2546.61,2846.25,2226.65,1630.8,1062.51,2134.52,1286.87,2123.05,1389.54
230,4292.98,2395.12,2694.76,2075.15,1479.3,911.01,1647.79,1036.28,1872.45,1241.95
231,4510.66,2612.8,2912.44,2292.83,1696.98,1128.69,2200.7,1353.06,1876.54,1377.83
232,4500.13,2602.26,2901.9,2282.29,1686.45,1118.16,2190.17,1342.52,1872.0,1373.29
233,4312.36,2414.49,2714.13,2094.53,1498.68,930.39,1667.17,1055.65,1891.83,1281.7
234,4555.18,2657.31,2956.95,2337.35,1741.5,1173.21,2245.22,1397.57,1825.84,1327.14
235,4198.34,2300.47,2600.11,1980.5,1384.66,816.37,1553.14,941.63,1777.81,1263.36
236,4320.09,2422.23,2721.87,2102.26,1506.41,938.12,2010.13,1123.54,1959.71,1261.71
237,4362.84,2464.98,2764.62,2145.01,1549.16,980.87,1706.6,1095.09,1931.26,1266.13
238,4347.46,2449.59,2749.23,2129.63,1533.78,965.49,1702.27,746.14,1556.54,1179.41
239,4451.74,2553.87,2853.51,2233.91,1638.06,1069.77,2141.78,1294.14,2130.31,1323.6
240,4184.2,2286.33,2585.97,1966.37,1370.52,802.23,1428.11,622.38,1377.91,1155.16
241,4492.19,2594.32,2893.96,2274.35,1678.51,1110.22,2182.22,1334.58,1864.06,1365.35
242,4375.05,2477.19,2776.83,2157.22,1561.37,993.08,2065.09,1158.74,1697.31,1198.6
243,4374.62,2476.75,2776.39,2156.79,1560.94,992.65,1718.38,1106.87,1943.04,1277.91
244,4427.44,2529.57,2829.21,2209.6,1613.76,1045.47,2117.48,1269.83,2106.01,1372.49
245,4371.84,2473.97,2773.61,2154.01,1558.16,989.87,1726.65,703.55,1514.89,1137.76
246,4172.42,2274.55,2574.19,1954.59,1358.74,790.45,1416.33,606.34,1361.87,1139.12
247,4263.94,2366.07,2665.71,2046.11,1450.26,881.97,1618.75,679.4,1843.41,1197.93
248,4291.45,2393.58,2693.23,2073.62,1477.77,909.48,1646.26,1034.75,1870.92,1274.14
249,4373.32,2475.45,2775.09,2155.49,1559.64,991.35,1728.13,793.34,1578.9,1201.76
250,4226.41,2328.54,2628.19,2008.58,1412.73,844.44,1581.22,969.71,1805.88,1235.05
251,4402.6,2504.73,2804.37,2184.76,1588.92,1020.63,2092.64,1244.99,2081.17,1347.66
252,4320.15,2422.29,2721.93,2102.32,1506.47,938.18,1674.96,1063.45,1899.62,1233.49
253,4187.83,2289.97,2589.61,1970.0,1374.15,805.86,1542.64,931.13,1767.3,1266.21
254,4376.43,2478.56,2778.2,2158.6,1562.75,994.46,1731.24,708.14,1544.75,1167.62
255,4326.46,2428.59,2728.23,2108.63,1512.78,944.49,2016.5,1162.97,1999.14,1265.63
256,4179.5,2281.63,2581.27,1961.67,1365.82,797.53,1534.31,922.8,1758.97,1352.31
257,4521.23,2623.36,2923.0,2303.4,1707.55,1139.26,2211.26,896.68,1634.39,1135.68
258,4369.78,2471.91,2771.55,2151.95,1556.1,987.81,1724.59,732.09,1534.22,1157.09
259,4383.04,2485.18,2784.82,2165.21,1569.36,1001.07,2073.08,1166.73,1712.81,1214.1
260,4122.27,2410.66,2524.04,1904.44,1494.85,926.56,1493.05,535.98,1282.47,1023.06
261,4472.13,2574.27,2873.91,2254.3,1658.45,1090.17,2162.17,874.0,1662.64,1163.94
262,4009.69,2322.37,2411.47,1791.86,1406.56,838.27,1380.47,593.69,1282.66,1125.68
263,4560.35,2662.48,2962.12,2342.51,1746.67,1178.38,2250.38,1402.74,1752.15,1253.44
264,4425.99,2528.13,2827.77,2208.16,1612.31,1044.02,2116.03,819.99,1605.16,1173.36
265,4487.77,2589.9,2889.54,2269.94,1674.09,1105.8,2177.81,863.23,1611.07,1112.37
266,4062.86,2338.98,2464.63,1845.03,1423.17,854.88,1433.64,533.77,1280.26,1113.63
267,4485.92,2588.05,2887.69,2268.09,1672.24,1103.95,2175.96,861.37,1619.26,1120.56
268,4467.41,2569.54,2869.18,2249.58,1653.73,1085.44,2157.45,828.79,1619.03,1120.32
269,4202.0,2304.13,2603.77,1984.16,1388.32,820.03,1556.8,945.29,1781.46,1374.81
270,4053.03,2369.52,2454.8,1835.2,1453.71,885.42,1423.81,498.5,1244.99,1078.36
271,4439.69,2541.82,2841.46,2221.85,1626.01,1057.72,2129.73,837.63,1665.39,1166.68
272,4510.54,2612.67,2912.31,2292.71,1696.86,1128.57,2200.58,1352.94,1827.1,1328.39
273,4188.66,2290.79,2590.43,1970.83,1374.98,806.69,1543.47,931.95,1768.13,1361.47
274,4381.81,2483.94,2783.58,2163.98,1568.13,999.84,1736.61,846.1,1490.31,1113.18
275,4186.06,2288.19,2587.83,1968.22,1372.38,804.09,1540.86,929.35,1765.53,1275.72
276,4134.54,2236.68,2536.32,1916.71,1320.86,752.57,1378.45,644.22,1398.71,1176.99
277,4543.88,2646.01,2945.66,2326.05,1730.2,1161.91,2233.92,919.34,1608.45,1109.75
278,4001.8,2103.93,2403.57,1783.97,1188.12,619.83,1357.39,745.87,1582.05,1346.86
279,4421.36,2523.49,2823.13,2203.53,1607.68,1039.39,2111.4,1263.76,2099.93,1366.42
280,4456.3,2558.44,2858.08,2238.47,1642.62,1074.33,2146.34,1298.7,2134.88,1401.93
281,4614.4,2716.53,3016.18,2396.57,1800.72,1232.43,2304.44,1456.8,1768.85,1270.14
282,3999.63,2101.76,2401.4,1781.8,1185.95,617.66,1689.67,779.23,1615.4,1380.22
283,4455.1,2557.24,2856.88,2237.27,1641.43,1073.14,2145.14,856.97,1645.61,1146.91
284,4456.92,2559.05,2858.69,2239.08,1643.23,1074.94,2146.95,887.57,1676.4,1177.7
