,Latitude,Longitude
1182,41.929375,-87.659806
1183,41.930111,-87.65863
1184,41.928929,-87.658591
1185,41.929817,-87.663471
1186,41.924185,-87.662062
1187,41.932501,-87.662402
1188,41.924202,-87.663291
1189,41.929187,-87.664977
1190,41.929778,-87.656185
1191,41.931794,-87.659894
1192,41.932342,-87.659913
1193,41.930893,-87.665689
1194,41.928221,-87.660007
1195,41.926607,-87.662461
1196,41.930398,-87.66413
1197,41.929092,-87.659796
1198,41.925696,-87.66051
1199,41.93169,-87.662323
1200,41.930632,-87.66492
1201,41.931376,-87.663971
1202,41.930698,-87.665505
1203,41.927587,-87.658541
1204,41.931204,-87.658664
1205,41.931691,-87.663529
1206,41.93143,-87.666359
1207,41.928951,-87.657555
1208,41.925231,-87.66239
1209,41.930942,-87.663942
1210,41.928784,-87.667449
1211,41.931104,-87.662309
1212,41.928234,-87.65904
1213,41.927931,-87.664515
1214,41.93026,-87.663478
1215,41.929778,-87.662257
1216,41.926503,-87.663366
1217,41.932494,-87.662834
1218,41.929522,-87.664242
1219,41.931936,-87.661128
1220,41.932132,-87.665984
1221,41.930579,-87.663487
1222,41.930693,-87.661561
1223,41.92892,-87.659521
1224,41.920983,-87.663182
1225,41.931609,-87.658677
1226,41.929726,-87.665151
1227,41.926469,-87.658508
1228,41.929334,-87.665894
1229,41.927761,-87.662176
1230,41.927761,-87.65937
1231,41.930209,-87.662273
1357,41.989209,-87.74805
1365,41.995392,-87.741085
1367,41.996008,-87.75472
1372,41.996748,-87.751219
1376,41.998351,-87.75419
1381,41.996373,-87.752961
1396,41.98493,-87.749743
1399,41.994594,-87.744387
1404,41.990422,-87.74833
1408,41.987483,-87.752982
1423,41.993645,-87.747122
1429,41.999252,-87.753443
1431,41.992745,-87.745952
1432,41.995399,-87.752344
1442,41.997817,-87.75319
1447,41.999225,-87.754918
1449,41.998349,-87.741035
1451,41.993932,-87.742052
1455,41.995313,-87.742355
1460,41.996325,-87.741071
1467,42.000542,-87.753139
1469,41.990916,-87.74711
1472,41.984833,-87.751244
1479,41.984737,-87.753361
1486,41.994469,-87.753111
1489,41.988248,-87.752066
1494,41.994037,-87.752065
1495,41.995645,-87.742684
1499,41.995459,-87.74431
1507,41.994697,-87.751971
1527,41.999764,-87.754491
1528,41.985273,-87.752167
1529,41.99374,-87.74221
1534,41.98964,-87.74884
1540,41.990002,-87.74833
1542,41.986348,-87.700582
1543,42.003644,-87.703415
1544,41.985259,-87.702873
1545,41.995665,-87.716042
1546,41.993027,-87.704433
1547,42.000714,-87.703406
1548,41.991897,-87.705519
1549,41.998138,-87.707003
1550,42.000914,-87.700964
1551,42.003921,-87.7046
1552,41.982233,-87.695452
1553,41.996002,-87.709326
1554,41.995102,-87.700774
1555,41.989542,-87.704226
1556,41.982228,-87.696115
1557,42.000704,-87.699736
1558,41.991437,-87.695791
1559,41.984408,-87.704045
1560,41.987348,-87.716342
1561,41.983653,-87.702823
1562,41.998889,-87.707015
1563,41.98199,-87.704732
1564,41.992181,-87.705527
1565,42.001239,-87.700971
1566,41.99036,-87.712239
1567,41.999931,-87.705812
1568,41.998563,-87.70936
1569,41.993893,-87.705486
1570,41.9922,-87.697993
1571,41.989763,-87.715198
1572,41.996349,-87.709334
1573,41.996094,-87.70811
1574,42.002577,-87.69978
1575,41.993461,-87.701326
1576,41.988801,-87.712723
1577,42.000055,-87.704598
1578,41.982215,-87.6976
1579,42.002252,-87.699773
1580,41.983107,-87.700023
1581,42.001246,-87.702191
1582,41.986387,-87.702916
1583,41.992499,-87.701895
1584,41.99387,-87.707896
1585,41.990455,-87.697683
1586,42.000583,-87.702171
1587,41.996489,-87.703263
1588,41.999597,-87.708252
1589,41.995148,-87.708078
1590,41.987118,-87.715106
1591,41.992811,-87.703132
1592,41.983138,-87.695311
1593,41.988209,-87.703503
1594,41.999933,-87.702149
1595,41.996505,-87.708119
1596,41.991362,-87.703092
1597,41.998593,-87.704569
1598,41.994358,-87.715329
1599,42.003928,-87.70222
1600,41.997484,-87.704261
1601,41.994442,-87.712238
1602,42.00337,-87.703417
1603,41.988218,-87.69568
1604,41.994077,-87.703176
1605,42.003389,-87.701016
1606,41.992633,-87.707968
1607,41.985102,-87.696795
1608,41.988589,-87.697243
1609,42.001832,-87.700984
1610,41.994781,-87.708061
1611,41.986778,-87.69715
1612,41.997621,-87.704541
1613,42.000504,-87.70583
1614,41.999436,-87.697678
1615,41.994274,-87.705611
1616,41.988799,-87.698138
1617,41.992546,-87.704313
1618,41.987591,-87.698097
1619,42.002106,-87.702206
1620,41.985795,-87.702893
1621,42.00301,-87.700253
1622,41.99164,-87.715251
1623,41.996553,-87.704466
1624,41.989213,-87.698153
1625,41.97946,-87.700885
1626,41.98734,-87.705366
1627,42.002342,-87.700995
1628,41.992223,-87.695012
1629,41.997595,-87.697428
1630,41.994799,-87.698341
1631,41.996233,-87.700814
1632,41.999952,-87.700943
1633,42.00146,-87.70342
1634,41.994504,-87.706831
1635,42.004048,-87.703412
1636,41.982208,-87.698794
1637,41.993012,-87.701918
1638,41.992625,-87.695827
1639,42.002705,-87.70342
1640,41.982196,-87.702262
1641,41.997717,-87.708206
1642,41.989798,-87.70639
1643,41.990468,-87.69562
1644,41.983096,-87.703424
1645,41.998856,-87.702123
1646,41.987905,-87.715132
1647,41.99624,-87.706883
1648,41.998519,-87.703342
1649,41.99331,-87.697051
1650,41.979981,-87.704121
1651,41.999085,-87.698471
1652,41.999337,-87.702428
1653,42.001628,-87.699759
1654,41.984619,-87.69922
1655,41.993257,-87.70071
1656,41.998042,-87.698382
1657,41.986186,-87.696831
1658,41.983132,-87.696398
1659,41.999281,-87.705937
1660,41.999294,-87.704891
1661,41.99899,-87.700919
1662,41.999258,-87.707274
1663,42.002173,-87.70342
1664,41.999325,-87.703077
1665,41.987892,-87.705387
1666,41.981289,-87.700941
1667,41.987378,-87.704152
1668,41.993164,-87.695836
1669,41.99438,-87.70927
1670,41.994707,-87.699546
1671,41.995291,-87.704424
1672,41.986349,-87.701697
1673,41.994201,-87.701968
1674,41.985833,-87.704096
1675,41.994865,-87.70929
1676,41.996113,-87.704452
1677,41.980375,-87.701978
1678,41.989751,-87.696945
1679,41.999937,-87.70338
1680,41.982204,-87.700835
1681,41.996706,-87.70327
1682,41.998659,-87.70091
1683,41.989611,-87.69572
1684,41.993875,-87.706433
1685,41.988152,-87.698116
1686,42.0028,-87.704601
1687,41.986858,-87.696853
1688,41.99494,-87.701993
1689,41.984826,-87.698331
1690,41.999954,-87.708264
1691,41.983127,-87.697041
1692,41.993976,-87.700517
1693,41.993322,-87.715296
1694,41.986549,-87.69806
1695,41.997205,-87.698413
1696,42.000769,-87.707062
1697,41.905379,-87.6749
1698,41.909121,-87.667351
1699,41.904822,-87.68192
1700,41.904111,-87.677998
1701,41.903169,-87.678349
1702,41.90875,-87.677993
1703,41.904636,-87.674877
1704,41.906418,-87.683462
1705,41.905114,-87.674892
1706,41.906025,-87.674156
1707,41.906461,-87.679803
1708,41.904132,-87.676617
1709,41.907319,-87.667515
1710,41.907137,-87.677887
1711,41.904993,-87.678475
1712,41.905001,-87.677792
1713,41.908502,-87.670085
1714,41.909719,-87.670108
1715,41.906574,-87.683466
1716,41.907288,-87.682266
1717,41.908752,-87.677766
1718,41.90314,-87.680264
1719,41.908266,-87.676314
1720,41.909196,-87.670101
1721,41.906581,-87.673322
1722,41.905609,-87.683439
1723,41.905108,-87.667462
1724,41.905029,-87.67551
1725,41.903475,-87.675655
1726,41.907366,-87.674891
1727,41.906002,-87.678167
1728,41.904063,-87.680524
1729,41.908314,-87.671291
1730,41.906459,-87.667496
1731,41.906033,-87.680484
1732,41.908201,-87.680726
1733,41.907082,-87.680853
1734,41.907063,-87.681807
1735,41.906787,-87.673273
1736,41.908242,-87.678026
1737,41.906714,-87.684352
1738,41.902342,-87.682128
1739,41.907167,-87.675438
1740,41.907989,-87.67587
1741,41.908223,-87.672508
1742,41.909074,-87.671064
1743,41.907069,-87.674726
1744,41.903879,-87.677295
1745,41.904136,-87.675772
1746,41.909559,-87.667576
1747,41.90796,-87.667533
1748,41.904058,-87.681184
1749,41.903961,-87.674854
1750,41.903153,-87.678946
1751,41.907584,-87.66919
1752,41.908338,-87.669288
1753,41.906167,-87.677355
1754,41.906547,-87.675332
1755,41.908658,-87.676946
1756,41.90602,-87.676752
1757,41.90495,-87.681375
1758,41.907383,-87.674365
1759,41.903762,-87.679725
1760,41.906341,-87.682239
1761,41.90315,-87.679386
1762,41.907639,-87.677403
1763,41.908568,-87.679859
1764,41.904467,-87.679749
1765,41.902878,-87.682145
1766,41.905155,-87.679764
1767,41.904092,-87.678905
1768,41.903454,-87.674837
1769,41.90717,-87.670047
1770,41.907087,-87.68064
1771,41.903113,-87.681537
1772,41.907156,-87.676553
1773,41.904697,-87.673858
1774,41.907239,-87.679104
1775,41.905733,-87.682222
1776,41.905017,-87.676302
1777,41.907022,-87.669375
2565,41.983526,-87.66645
2566,41.989969,-87.662907
2567,41.981687,-87.667557
2568,41.990826,-87.667289
2569,41.984959,-87.66498
2570,41.978488,-87.664808
2571,41.985332,-87.668573
2572,41.980429,-87.664872
2573,41.979638,-87.663631
2574,41.990842,-87.666386
2575,41.984516,-87.666443
2576,41.989342,-87.671593
2577,41.988466,-87.66797
2578,41.989936,-87.668663
2579,41.978035,-87.667296
2580,41.987162,-87.667892
2581,41.980116,-87.662455
2582,41.988402,-87.670794
2583,41.983178,-87.662541
2584,41.980804,-87.665151
2585,41.978065,-87.665843
2586,41.981113,-87.662482
2587,41.981706,-87.66636
2588,41.991517,-87.659868
2589,41.990867,-87.664884
2590,41.990145,-87.66758
2591,41.978976,-87.664829
2592,41.97742,-87.663569
2593,41.976274,-87.662696
2594,41.976269,-87.663041
2595,41.988078,-87.667713
2596,41.981718,-87.66561
2597,41.980607,-87.664875
2598,41.983124,-87.664944
2599,41.979303,-87.664845
2600,41.979872,-87.666807
2601,41.983546,-87.665315
2602,41.983507,-87.66778
2603,41.989532,-87.673149
2604,41.976258,-87.664292
2605,41.989016,-87.664548
2606,41.982426,-87.663716
2607,41.991793,-87.663067
2608,41.981742,-87.664054
2609,41.989954,-87.666377
2610,41.988547,-87.6651
2611,41.991777,-87.66452
2612,41.978952,-87.666812
2613,41.980792,-87.665775
2614,41.981524,-87.662493
2615,41.985304,-87.664997
2616,41.978592,-87.668334
2617,41.980171,-87.664866
2618,41.983568,-87.664063
2619,41.986937,-87.671521
2620,41.976208,-87.667305
2621,41.989956,-87.663823
2622,41.990038,-87.673163
2623,41.981524,-87.663684
2624,41.990915,-87.661323
2625,41.981693,-87.666976
2626,41.987185,-87.666607
2627,41.990815,-87.668697
2628,41.989948,-87.671608
2629,41.986297,-87.668391
2630,41.991807,-87.661954
2631,41.98451,-87.666162
2632,41.988788,-87.671577
2633,41.977143,-87.665931
2634,41.976212,-87.667069
2635,41.991099,-87.672712
2636,41.981547,-87.664904
2637,41.977363,-87.664763
2638,41.980785,-87.6662
2639,41.990882,-87.663919
2640,41.978102,-87.668348
2641,41.98356,-87.664638
2642,41.97896,-87.66631
2643,41.984519,-87.665524
2644,41.989942,-87.664924
2645,41.988673,-87.668306
2646,41.990501,-87.665163
2647,41.980772,-87.667055
2648,41.982188,-87.664921
2649,41.991745,-87.66722
2650,41.991719,-87.66913
2651,41.97642,-87.663553
2652,41.990643,-87.662719
2653,41.980932,-87.663668
2654,41.99123,-87.665178
2655,41.978551,-87.663595
2656,41.98448,-87.667859
2657,41.988068,-87.668888
2658,41.987765,-87.671539
2659,41.982707,-87.664932
2823,41.916792,-87.675178
2824,41.912598,-87.67998
2825,41.916954,-87.679035
2826,41.916763,-87.676387
2827,41.920869,-87.67775
2828,41.917776,-87.676696
2829,41.91575,-87.680049
2830,41.920439,-87.677731
2831,41.915681,-87.677574
2832,41.914961,-87.677566
2833,41.915418,-87.68152
2834,41.911539,-87.6775
2835,41.916809,-87.677598
2836,41.915056,-87.67757
2837,41.911559,-87.678292
2838,41.916892,-87.680599
2839,41.91641,-87.67759
2840,41.915441,-87.679463
2841,41.920839,-87.676514
2842,41.921718,-87.672645
2843,41.918452,-87.675224
2844,41.922083,-87.673189
2845,41.918289,-87.678158
2846,41.916218,-87.678872
2847,41.913783,-87.679062
2848,41.919614,-87.6761
2849,41.913801,-87.678122
2850,41.913486,-87.677541
2851,41.918486,-87.679332
2852,41.914023,-87.67632
2853,41.91465,-87.681931
2854,41.914759,-87.678081
2855,41.915419,-87.676348
2856,41.919677,-87.677694
2857,41.918487,-87.676426
2858,41.91616,-87.681511
2859,41.917749,-87.678219
2860,41.917744,-87.678474
2861,41.913041,-87.679367
2862,41.915021,-87.676339
2863,41.9147,-87.678791
2864,41.915945,-87.677283
2865,41.913007,-87.678067
2866,41.915453,-87.678396
2867,41.913516,-87.67999
2868,41.921928,-87.674719
2869,41.921278,-87.67262
2870,41.916234,-87.6783
2871,41.916192,-87.680178
2872,41.917273,-87.676399
2873,41.913061,-87.678049
2874,41.915265,-87.680032
2875,41.913648,-87.676316
2876,41.914632,-87.681656
2877,41.912318,-87.675783
2878,41.912278,-87.678226
2879,41.921465,-87.673731
2880,41.919593,-87.677334
2881,41.923543,-87.677281
2882,41.914127,-87.678212
2883,41.917811,-87.674576
2884,41.912845,-87.676295
2885,41.912002,-87.676195
2886,41.918271,-87.67764
2887,41.916921,-87.681539
2888,41.913667,-87.680976
2889,41.915976,-87.675583
2890,41.917793,-87.675514
2891,41.91228,-87.677875
2892,41.919151,-87.675129
2893,41.923128,-87.676634
2894,41.922098,-87.67501
2895,41.92106,-87.677755
2896,41.919128,-87.676603
2897,41.912313,-87.675989
2898,41.920259,-87.676466
2899,41.913013,-87.678068
2900,41.912138,-87.677515
2901,41.914712,-87.680532
2902,41.919263,-87.678001
2903,41.913061,-87.678049
2904,41.919605,-87.676709
5065,41.981136,-87.749544
5066,41.972093,-87.742943
5067,41.974183,-87.738066
5068,41.969896,-87.729317
5069,41.971146,-87.737987
5070,41.974273,-87.761681
5071,41.971382,-87.734288
5072,41.976937,-87.760688
5073,41.975731,-87.752539
5074,41.973348,-87.74186
5075,41.972707,-87.733092
5076,41.967406,-87.722188
5077,41.975279,-87.752396
5078,41.979995,-87.751648
5079,41.97373,-87.763913
5080,41.970768,-87.741246
5081,41.976274,-87.764235
5082,41.976629,-87.760264
5083,41.974696,-87.73808
5084,41.971863,-87.729916
5085,41.97255,-87.751018
5086,41.969841,-87.748746
5087,41.974807,-87.765501
5088,41.973371,-87.760867
5089,41.978975,-87.749151
5090,41.973456,-87.751432
5091,41.971698,-87.755882
5092,41.97243,-87.735564
5093,41.971552,-87.760667
5094,41.974074,-87.764844
5095,41.97402,-87.736839
5096,41.96977,-87.75487
5097,41.974376,-87.75183
5098,41.974369,-87.752292
5099,41.973242,-87.74597
5100,41.977981,-87.760201
5101,41.979474,-87.755381
5102,41.970374,-87.730559
5103,41.977544,-87.762515
5104,41.969789,-87.752416
5105,41.978203,-87.760926
5106,41.98129,-87.752069
5107,41.973385,-87.759391
5108,41.975227,-87.757148
5109,41.971425,-87.72812
5110,41.973312,-87.7406
5111,41.974456,-87.734372
5112,41.972775,-87.742229
5113,41.973446,-87.733114
5114,41.975394,-87.742299
5115,41.970706,-87.744385
5116,41.974153,-87.741878
5117,41.973476,-87.749606
5118,41.975694,-87.765465
5119,41.971378,-87.733057
5120,41.971962,-87.740601
5121,41.97347,-87.750702
5122,41.970706,-87.753167
5123,41.981898,-87.74958
5124,41.971568,-87.756824
5125,41.977903,-87.757845
5126,41.977616,-87.751939
5127,41.976281,-87.750686
5128,41.977882,-87.753085
5129,41.970653,-87.758916
5130,41.968283,-87.725257
5131,41.979957,-87.755959
5132,41.969399,-87.731766
5133,41.9674,-87.722785
5134,41.968862,-87.753917
5135,41.977371,-87.749332
5136,41.9685,-87.728037
5137,41.973372,-87.731858
5138,41.973435,-87.754555
5139,41.971551,-87.759547
5140,41.977907,-87.750932
5141,41.968976,-87.731757
5142,41.981348,-87.750849
5143,41.969745,-87.757213
5144,41.974301,-87.758847
5145,41.971551,-87.736755
5146,41.970655,-87.758266
5147,41.972557,-87.764355
5148,41.970434,-87.739241
5149,41.974547,-87.765267
5150,41.970553,-87.743148
5151,41.968838,-87.745233
5152,41.974437,-87.736848
5153,41.976167,-87.749292
5154,41.970947,-87.730575
5155,41.980718,-87.748716
5156,41.970911,-87.737982
5157,41.972573,-87.749339
5158,41.969941,-87.739581
5159,41.976714,-87.751906
5160,41.971655,-87.749918
5161,41.972047,-87.734306
5162,41.969762,-87.755883
5163,41.978106,-87.756412
5164,41.973332,-87.735583
5165,41.971371,-87.760106
5166,41.97357,-87.74675
5167,41.970543,-87.733035
5168,41.973191,-87.743395
5169,41.969796,-87.745983
5170,41.976378,-87.761558
5171,41.979958,-87.754026
5172,41.977933,-87.748784
5173,41.970689,-87.75449
5174,41.970665,-87.756867
5175,41.972511,-87.755007
5176,41.976189,-87.757788
5177,41.976234,-87.749295
5178,41.974318,-87.756594
5179,41.972486,-87.757959
5180,41.969837,-87.749481
5181,41.97075,-87.749881
5182,41.970024,-87.745636
5183,41.968985,-87.730519
5184,41.97631,-87.753472
5185,41.970294,-87.729325
5186,41.975236,-87.756201
5187,41.970818,-87.742734
5188,41.976546,-87.756569
5189,41.972943,-87.735575
5190,41.972994,-87.736806
5191,41.97755,-87.757835
5192,41.971098,-87.735525
5193,41.980027,-87.749046
5194,41.976034,-87.761086
5195,41.974351,-87.753865
5196,41.978883,-87.760722
5197,41.973325,-87.736818
5198,41.971849,-87.731031
5199,41.976735,-87.754163
5200,41.974306,-87.749229
5201,41.975797,-87.755296
5202,41.970808,-87.736739
5203,41.975269,-87.753446
5204,41.974233,-87.740634
5205,41.970186,-87.740505
5206,41.970766,-87.734271
5207,41.974443,-87.750927
5208,41.97024,-87.741852
5209,41.969699,-87.728052
5210,41.972162,-87.736774
5211,41.980235,-87.752014
5212,41.971634,-87.751555
5213,41.969813,-87.750785
5214,41.968873,-87.753068
5215,41.977674,-87.761692
5216,41.976867,-87.762238
5217,41.976051,-87.764537
5218,41.970119,-87.723671
5219,41.981964,-87.753554
5220,41.97731,-87.763208
5221,41.976055,-87.751882
5222,41.968257,-87.727558
5223,41.974281,-87.760983
5224,41.974961,-87.740717
5225,41.974529,-87.73561
5226,41.975375,-87.762161
5227,41.972653,-87.762657
5228,41.975186,-87.760691
5229,41.969848,-87.74816
5230,41.975206,-87.758594
5231,41.96915,-87.729294
5232,41.972981,-87.734332
5233,41.968524,-87.740817
5234,41.976209,-87.759058
5235,41.975215,-87.738094
5236,41.977782,-87.75877
5237,41.981131,-87.712468
5238,41.98173,-87.714912
5239,41.995983,-87.717823
5240,41.988361,-87.715147
5241,41.992375,-87.712828
5242,41.978088,-87.712392
5243,41.972688,-87.713932
5244,41.983975,-87.730909
5245,41.987826,-87.713906
5246,41.979764,-87.737743
5247,41.97498,-87.717215
5248,41.984161,-87.726418
5249,41.979844,-87.714864
5250,41.983114,-87.718662
5251,41.987976,-87.718803
5252,41.98029,-87.737735
5253,41.98451,-87.73092
5254,41.984269,-87.722261
5255,41.975713,-87.711967
5256,41.992139,-87.705526
5257,41.993734,-87.721711
5258,41.980822,-87.736224
5259,41.980054,-87.716093
5260,41.977973,-87.711172
5261,41.992374,-87.728867
5262,41.987262,-87.716341
5263,41.993023,-87.704882
5264,41.972941,-87.716439
5265,41.982908,-87.732111
5266,41.991344,-87.718886
5267,41.982214,-87.710071
5268,41.978961,-87.709991
5269,41.99533,-87.719006
5270,41.978151,-87.713629
5271,41.987353,-87.711439
5272,41.984379,-87.717468
5273,41.984808,-87.714713
5274,41.991992,-87.719269
5275,41.986054,-87.713851
5276,41.984774,-87.717823
5277,41.991398,-87.71646
5278,41.981069,-87.737228
5279,41.989821,-87.706422
5280,41.993322,-87.715297
5281,41.992984,-87.712845
5282,41.99149,-87.714023
5283,41.97402,-87.713522
5284,41.983939,-87.710323
5285,41.981851,-87.711274
5286,41.975678,-87.715135
5287,41.975677,-87.715252
5288,41.979433,-87.737148
5289,41.990807,-87.705636
5290,41.973564,-87.714723
5291,41.982911,-87.709455
5292,41.992468,-87.718915
5293,41.98399,-87.716241
5294,41.976906,-87.714797
5295,41.981276,-87.736344
5296,41.974303,-87.71474
5297,41.980496,-87.736003
5298,41.98131,-87.737184
5299,41.988019,-87.711457
5300,41.981618,-87.712482
5301,41.982538,-87.714859
5302,41.986201,-87.715076
5303,41.981214,-87.71157
5304,41.974563,-87.719659
5305,41.994871,-87.720236
5306,41.99475,-87.717783
5307,41.980478,-87.71245
5308,41.973536,-87.71596
5309,41.992761,-87.71528
5310,41.983658,-87.714996
5311,41.985439,-87.717498
5312,41.978712,-87.711192
5313,41.983489,-87.711206
5314,41.982001,-87.713719
5315,41.984167,-87.71256
5316,41.979349,-87.714085
5317,41.984094,-87.72731
5318,41.996273,-87.719039
5319,41.98063,-87.710034
5320,41.993005,-87.707314
5321,41.988457,-87.714845
5322,41.985883,-87.716306
5323,41.995164,-87.716563
5324,41.97782,-87.713606
5325,41.975228,-87.715686
5326,41.972523,-87.718362
5327,41.98346,-87.713889
5328,41.990612,-87.721367
5329,41.986681,-87.70946
5330,41.989434,-87.710747
5331,41.995983,-87.721485
5332,41.991054,-87.71766
5333,41.992586,-87.714056
5334,41.98483,-87.713159
5335,41.980417,-87.711238
5336,41.98808,-87.712697
5337,41.976253,-87.711127
5338,41.974594,-87.718416
5339,41.979604,-87.710006
5340,41.995101,-87.721454
5341,41.985471,-87.718709
5342,41.984574,-87.732132
5343,41.983164,-87.714977
5344,41.994721,-87.716552
5345,41.984765,-87.718413
5346,41.983277,-87.730886
5347,41.985187,-87.715043
5348,41.979899,-87.736431
5349,41.983346,-87.717438
5350,41.991151,-87.720157
5351,41.985442,-87.709562
5352,41.979598,-87.719983
5353,41.991437,-87.720161
5354,41.982988,-87.71578
5355,41.991573,-87.717676
5356,41.981529,-87.714908
5357,41.984285,-87.711342
5358,41.97913,-87.712414
5359,41.986197,-87.712633
5360,41.977183,-87.71237
5361,41.985389,-87.71629
5362,41.983955,-87.717456
5363,41.991086,-87.715238
5364,41.987988,-87.716353
5365,41.994855,-87.718994
5366,41.987759,-87.715127
5367,41.98261,-87.710136
5368,41.980334,-87.713676
5369,41.992043,-87.71503
5370,41.993039,-87.717725
5371,41.977529,-87.713229
5372,41.976795,-87.713585
5373,41.99309,-87.71651
5374,41.975622,-87.720219
5375,41.976311,-87.716006
5376,41.993482,-87.71774
5377,41.985872,-87.711394
5378,41.99329,-87.714075
5379,41.97818,-87.709974
5380,41.975269,-87.714761
5381,41.980248,-87.73588
5382,41.979395,-87.709587
5383,41.97876,-87.714837
5384,41.980835,-87.716109
5385,41.984149,-87.71379
5386,41.974415,-87.713528
5387,41.993262,-87.7214
5388,41.99174,-87.721395
5389,41.972982,-87.715946
5561,42.026931,-87.723331
5562,42.030802,-87.713454
5563,42.040458,-87.73021
5564,42.031743,-87.723532
5565,42.036736,-87.72066
5566,42.03719,-87.721767
5567,42.039805,-87.716953
5568,42.039112,-87.7114
5569,42.027813,-87.719687
5570,42.027646,-87.714269
5571,42.019929,-87.723925
5572,42.030781,-87.725646
5573,42.030344,-87.712376
5574,42.037806,-87.731465
5575,42.028107,-87.724302
5576,42.033351,-87.713496
5577,42.034484,-87.717094
5578,42.039266,-87.723012
5579,42.045409,-87.716172
5580,42.023722,-87.729474
5581,42.025383,-87.725145
5582,42.026653,-87.71429
5583,42.036527,-87.71584
5584,42.039993,-87.71274
5585,42.039763,-87.721777
5586,42.038277,-87.731455
5587,42.044455,-87.720375
5588,42.020807,-87.730311
5589,42.03478,-87.7183
5590,42.035332,-87.72826
5591,42.044146,-87.715658
5592,42.035907,-87.714638
5593,42.037065,-87.715825
5594,42.023006,-87.726577
